id,round,timestamp,context_id,context,response,gold_label,model_label,model_conf,is_example_tricked,count_tokens,get_ne,count_pronoun,count_negation,sentiment_analysis,multiclass_sentiment_analysis,get_ne_most
25be9761-1588-4443-8a39-f4f447686f2f,1,2023-03-21T23:05:22Z,2874,"what the f---, that is so f---ed up. those f---ing assh---es",wow someone has a limited vocabulary,counterspeech,counterspeech,99.9991,FALSE,19,PERSON,1,0,NEGATIVE,anger,PERSON
9b801ae1-81aa-4476-85e2-dd8dd01e615b,1,2023-03-21T23:06:23Z,4340,more than one child per family is wasteful. the government is paying for all these kids who won't even be able to carry the country's social security,"Lol the govt doesn't pay for my kids, they're bloody expensive too",counterspeech,counterspeech,99.9975,FALSE,30,CARDINAL,0,1,NEGATIVE,disapproval,CARDINAL
ce7842a5-d953-403b-a0b6-80044c84eb49,1,2023-03-21T23:07:09Z,2278,"to all you non whites out there, my only piece of advice is this: the white man brought TWO things to amerikkka: slavery and",Never seen America with  k's. Oh wait there is one context I have. Racism,counterspeech,counterspeech,99.9991,FALSE,27,CARDINAL,0,0,NEGATIVE,caring,CARDINAL
7d76532a-7e06-4f71-a8f5-81b425cb6633,1,2023-03-21T23:07:40Z,661,"think about it, what else do you expect from a group of people who have been living in the same area for thousands of years? they haven't",People who live in one place a long time get to know it really well. This has benefits for them and the land,counterspeech,counterspeech,99.9991,FALSE,30,DATE,0,1,NEGATIVE,neutral,DATE
b542204c-7241-488a-8e7b-14f4feb46042,1,2023-03-21T23:07:41Z,661,"think about it, what else do you expect from a group of people who have been living in the same area for thousands of years? they haven't",People who live in one place a long time get to know it really well. This has benefits for them and the land,counterspeech,counterspeech,99.9991,FALSE,30,DATE,0,1,NEGATIVE,neutral,DATE
d6a592f6-b8b0-41e6-ad21-5e4345da593f,1,2023-03-21T23:08:09Z,1523,"the best thing to do if you are in a fight is to pull out a gun and shoot the other person in the face, because that is what",Yeah never bring brains to an idiot fight,counterspeech,counterspeech,99.9985,FALSE,30,,0,0,NEGATIVE,approval,no entity
7f46979c-0196-4c06-b249-2b0ca292e214,1,2023-03-21T23:08:32Z,2320,these kids in wheelchairs are way too excited for a baseball game,What does them being in wheelchairs have anything to do with it,counterspeech,counterspeech,99.9991,FALSE,12,,0,0,NEGATIVE,excitement,no entity
f40d9730-16cc-4d60-992c-8768c694cbfe,1,2023-03-21T23:08:48Z,274,"if i had the power to do so, i would build a wall around the entire border of the united states.",Have fun importing mangoes then lol,counterspeech,counterspeech,99.9987,FALSE,23,GPE,2,0,NEGATIVE,neutral,GPE
4581a167-b55a-46a5-b367-7e037d7a9611,1,2023-03-21T23:09:08Z,2658,if you are not white you are not welcome,That doesn't sound like a place I want to be,counterspeech,counterspeech,99.9982,FALSE,9,,0,2,NEGATIVE,disapproval,no entity
3c8aa71d-1900-4863-bc00-17c547b56f46,1,2023-03-21T23:09:56Z,2211,"austin is supposed to be smart, but i doubt it because he hangs around with all the mexicans- the mexicans around here",Hanging with Mexicans makes you not smart how?,counterspeech,counterspeech,99.9984,FALSE,23,"['PERSON', 'NORP']",1,0,NEGATIVE,neutral,most common entity > 1
a4d84f18-04ea-4194-880f-f60cf025f276,1,2023-03-21T23:10:45Z,108,"i hope youre a christian, because if youre not, i hope youre killed by islamic extremists, you deserve it",There is an extremly small chance of this and a large percentage of the population that the tiny number of extremists would have to kill,counterspeech,counterspeech,99.997,FALSE,25,NORP,0,1,NEGATIVE,optimism,NORP
59bf1085-46d3-44e5-924b-ebc2d520068d,1,2023-03-21T23:10:57Z,2919,"when a senior has a mental disease, he is not worthy to be alive",Takes one to know one,counterspeech,counterspeech,99.9985,FALSE,15,,0,1,NEGATIVE,disapproval,no entity
8664c763-0223-4005-8d0e-e0fbce0fe385,1,2023-03-21T23:11:32Z,2230,"if you are white, you are a superior human being","I do enjoy lots of priveldge that I never asked for. doesn't make me superior though, jsut kind of racist",counterspeech,counterspeech,99.9992,FALSE,11,,0,0,POSITIVE,admiration,no entity
a9f7d625-453e-40c5-8808-03b5bbafe75c,1,2023-03-21T23:11:55Z,3505,"there is nothing wrong with being racist, it is just a fact of life",What if I insulted your race? people who say these things usally hate that,counterspeech,counterspeech,99.9993,FALSE,15,,0,0,POSITIVE,approval,no entity
6c32fc1c-421d-4a92-a1a7-15b618a7703b,1,2023-03-21T23:12:27Z,312,"if you have a child with a disability, it is better to abort it than to have a child that is going to have a hard life",People should be able to make their own choices about what grows in their body,counterspeech,counterspeech,99.9987,FALSE,28,,0,0,NEGATIVE,neutral,no entity
ce34f13f-6c56-49e2-82ec-77f4c4d78798,1,2023-03-21T23:13:10Z,3539,i know you are chinese if you think the word fuck is fun to say,"Wait, I'm Chinese?!!?? Fuck is fun as hell to say! (not chinese btw)",counterspeech,counterspeech,99.9526,FALSE,15,NORP,0,0,NEGATIVE,neutral,NORP
4013f82d-5981-4a15-b6f8-3a3839d889a4,1,2023-03-21T23:13:48Z,557,"ugly people are crossing the border? the vast, vast, vast majority of hispanics are not attractive",Well we all know it isn't your Tindr thats attracting them,counterspeech,counterspeech,99.999,FALSE,19,NORP,0,1,NEGATIVE,disapproval,NORP
c1633add-999c-43e4-809c-75a80a5c37a7,1,2023-03-21T23:14:07Z,3868,i have been out with the girls all morning so i do not want to go shopping with you,This feels like a reasonable boundary,not_counterspeech,counterspeech,99.9977,TRUE,19,TIME,0,1,NEGATIVE,disapproval,TIME
6cfd3b2b-06fe-43f0-ab87-e640d8d960f7,1,2023-03-21T23:14:26Z,3868,i have been out with the girls all morning so i do not want to go shopping with you,This feels like a reasonable boundary,not_counterspeech,counterspeech,99.9977,TRUE,19,TIME,0,1,NEGATIVE,disapproval,TIME
fe0e61e4-2048-4295-97e5-68cffcc990bb,1,2023-03-21T23:14:46Z,4421,"people who make you feel guilty or pity for them (from people who knew people with disabilities, people who had to work with them, etc",this makes no sense,not_counterspeech,counterspeech,99.999,TRUE,28,,0,0,NEGATIVE,neutral,no entity
6e2b49df-e89e-4abc-8e7c-e8dc8b5f5d7d,1,2023-03-21T23:15:02Z,3369,native americans are the destructive evil twins to society,Explain,counterspeech,counterspeech,99.999,FALSE,9,NORP,1,0,NEGATIVE,annoyance,NORP
147009ff-6d5b-4efc-9e8c-e2e6c271daa6,1,2023-03-21T23:15:35Z,481,the only good trans person is a de-transitioned trans person,Someone who is unhappy in their own body? That is odd. Do you like when people are miserable,counterspeech,counterspeech,99.9985,FALSE,12,,0,0,NEGATIVE,neutral,no entity
0aee6496-ff65-4082-b92d-3f0ee2a245e5,1,2023-03-21T23:15:47Z,4213,"asians are not good drivers, so their cars should be reregistered so we can prevent asian accidents",Hello racism,counterspeech,counterspeech,99.9992,FALSE,18,NORP,1,1,NEGATIVE,neutral,NORP
de5ca465-64b8-4007-8420-9522767d6847,1,2023-03-21T23:16:16Z,1339,"why do you have to be so rude to me, i am from the west, you should be nice to me, you should respect me","Half of that sentence was good, the other half was priveliedged and racist",counterspeech,counterspeech,99.9991,FALSE,28,,0,0,POSITIVE,annoyance,no entity
345b9f45-29c3-4d3b-9553-66da7a614fda,1,2023-03-21T23:16:49Z,1370,"no matter what they do or how much money they earn, they will never be able to escape the fact that they were born to be servants","No human is born to serve underneath another, we are born to support each other",counterspeech,counterspeech,99.9969,FALSE,28,,0,2,NEGATIVE,neutral,no entity
e8dee633-4521-4738-8b81-7fef81a44d69,1,2023-03-21T23:17:11Z,30,white slavery (18th-19th century. mostly white women. still going on in some places)- people of color in general have higher sex drives,This is not fact or science or even biology,counterspeech,counterspeech,99.9992,FALSE,25,DATE,0,0,NEGATIVE,neutral,DATE
dfabfeb7-dddd-4944-ad8f-a5f2490e8525,1,2023-03-21T23:17:20Z,531,"despite the fact that they have been in the united states for thousands of years, they have never built a single structure of any kind",Nonsense,counterspeech,counterspeech,99.9988,FALSE,26,"['GPE', 'DATE']",2,1,NEGATIVE,neutral,most common entity > 1
0ef7c5a1-efc6-43e3-9e65-abc661b54175,1,2023-03-21T23:17:39Z,200,it is better for a person to die than for them to be a burden to their family,you would kill yourself first?,counterspeech,counterspeech,99.9987,FALSE,18,,0,0,NEGATIVE,neutral,no entity
46ad056b-3ed6-4e83-8471-bad9731b2857,1,2023-03-21T23:17:51Z,2953,"no matter what they do, no matter what they achieve, no matter how much money they make, no matter how much education they get",Wow that sounds pretty hopeless,counterspeech,counterspeech,99.9983,FALSE,27,,0,4,NEGATIVE,neutral,no entity
566ae117-62b3-4edf-9f46-ad8ccb044a17,1,2023-03-21T23:18:01Z,4378,there are black people running this show,What show,counterspeech,counterspeech,99.9982,FALSE,7,,0,0,NEGATIVE,neutral,no entity
16c5683a-57ac-457f-bd29-cb17a88e236b,1,2023-03-21T23:18:13Z,3673,"no matter what they do or what they achieve, they will never be as civilized as the white race",Explain civilised to me,counterspeech,counterspeech,99.9986,FALSE,20,,0,2,NEGATIVE,neutral,no entity
97dad663-6b5a-4259-98ac-45049ed88e5a,1,2023-03-21T23:18:38Z,2824,"immigration is not a right, it is a privilege, and it is a privilege that should only be granted to the best of the best.",You are forgetting about the other basic human rights buddy,counterspeech,counterspeech,99.9991,FALSE,28,,0,1,NEGATIVE,approval,no entity
38085dd5-fd40-472d-9631-6d304d236394,1,2023-03-21T23:19:04Z,3000,people with mental illnesses are all potential psychotic murderers,Not science and not true. Proven untrue time and time again,counterspeech,counterspeech,99.9991,FALSE,9,,0,0,NEGATIVE,neutral,no entity
ca94efdf-ed03-4914-a061-4687f3fd7844,1,2023-03-21T23:19:44Z,1803,white people getting away with murder,If anyone is getting away with murder then the justice system is broken,counterspeech,counterspeech,99.9986,FALSE,6,,0,0,NEGATIVE,neutral,no entity
bf20f855-a90b-4fb6-b89a-ad7f1853bc99,1,2023-03-21T23:19:56Z,3418,asians will steal your hair and sell it back to you as a black hair-dye kit,I don't understand this weird shit,counterspeech,counterspeech,99.999,FALSE,18,NORP,1,0,NEGATIVE,neutral,NORP
9660c9d6-ef93-475c-8d11-31eb18411cbd,1,2023-03-21T23:20:44Z,1551,"no matter what they do or how hard they work, they will never be as smart or as successful as a white person","There are lots of reasons someone can work very hard and not move ahead in life. Sometimes it is ptential, someties racism",counterspeech,counterspeech,99.9992,FALSE,24,,0,2,NEGATIVE,neutral,no entity
ec14511a-e4db-4399-8191-bca2c494530b,1,2023-03-21T23:21:25Z,712,"if youre a woman, do not wear a short skirt or you might get raped",Are men so ridiculous they can't stop themselves doing bad things?  You're bad mouthing men dumbass,counterspeech,counterspeech,99.9991,FALSE,17,,0,1,NEGATIVE,caring,no entity
f4f82169-8a3f-4280-9dcb-1b6b92cd728d,1,2023-03-22T19:46:23Z,494,i didnt get into an ivy league school but it is because of affirmative action for the chinese,uhh pretty sure that's not what affirmative action is? ,counterspeech,counterspeech,99.999,FALSE,19,NORP,2,1,POSITIVE,neutral,NORP
7ca630fc-8608-453d-9a3b-23d8c0c51b10,1,2023-03-22T19:46:48Z,494,i didnt get into an ivy league school but it is because of affirmative action for the chinese,what was your SAT score? maybe that had something to do with it,counterspeech,counterspeech,99.9987,FALSE,19,NORP,2,1,POSITIVE,neutral,NORP
c963fddd-95c1-4699-86d5-cf99e72fb60a,1,2023-03-22T19:47:40Z,494,i didnt get into an ivy league school but it is because of affirmative action for the chinese,pretty sure Chinese nationals have their own universities they are competing to attend?,counterspeech,counterspeech,99.9986,FALSE,19,NORP,2,1,POSITIVE,neutral,NORP
edc82486-0ab5-4c43-b971-3b2988399e09,1,2023-03-22T19:48:10Z,1853,it is a shame that the government has to help out those who cannot help themselves.,Jesus loved helping people who couldn't help themselves because of oppressive systems,counterspeech,counterspeech,99.9989,FALSE,18,,0,1,NEGATIVE,disappointment,no entity
33e86ecc-7e4b-49a9-b6f5-63b45a57a041,1,2023-03-22T19:48:34Z,1853,it is a shame that the government has to help out those who cannot help themselves.,it is a shame that parents have to help out babies who cannot feed themselves,counterspeech,counterspeech,99.9984,FALSE,18,,0,1,NEGATIVE,disappointment,no entity
3b7a3613-d71f-4078-aa9f-c186e8f7ad6c,1,2023-03-22T19:49:20Z,1853,it is a shame that the government has to help out those who cannot help themselves.,What would you spend taxes on if you had the choice?,counterspeech,counterspeech,99.9978,FALSE,18,,0,1,NEGATIVE,disappointment,no entity
0177fcc0-15ef-4f0b-8771-111e172119af,1,2023-03-22T19:49:45Z,3179,"it's not that they cant afford it, they just dont want to pay for it.","Who is they, the cat? cos pretty sure that is 100% a cat attitude",counterspeech,counterspeech,99.9991,FALSE,20,,0,3,NEGATIVE,neutral,no entity
7aebd704-e420-45e1-828b-b6036a84c5ff,1,2023-03-22T19:50:20Z,3179,"it's not that they cant afford it, they just dont want to pay for it.",Wait this is about SkyTV right??,counterspeech,counterspeech,99.9989,FALSE,20,,0,3,NEGATIVE,neutral,no entity
a2ac6f95-24d3-4a34-ac46-3f3f90a70b9b,1,2023-03-22T19:51:10Z,3179,"it's not that they cant afford it, they just dont want to pay for it.","i can afford a lobotomy, doesn't mean i want to pay for it",counterspeech,counterspeech,99.9988,FALSE,20,,0,3,NEGATIVE,neutral,no entity
58ce2482-9d6b-4b85-a469-fbf16f6ead06,1,2023-03-22T19:51:41Z,490,the best thing to do if you are in a car accident is to get out of the car and start yelling at the person who hit you,ummmmmmmmmm ,counterspeech,counterspeech,99.9438,FALSE,28,,0,0,NEGATIVE,approval,no entity
f77bab99-237f-47a0-93ba-0994e0cbbca8,1,2023-03-22T19:51:56Z,490,the best thing to do if you are in a car accident is to get out of the car and start yelling at the person who hit you,wtf dude? this is sarcasm right?,counterspeech,counterspeech,99.9988,FALSE,28,,0,0,NEGATIVE,approval,no entity
838df824-3191-4c4d-bc84-33a7f4f3a946,1,2023-03-22T19:52:24Z,490,the best thing to do if you are in a car accident is to get out of the car and start yelling at the person who hit you,"First aid course says first thing is to stop and check for hazards
",counterspeech,counterspeech,99.9977,FALSE,28,,0,0,NEGATIVE,approval,no entity
dde31d78-6285-45b5-aa69-c85f9759eede,1,2023-03-22T19:52:54Z,2884,"there is no such thing as racism, its just the way the world is, and the way the world is is the way it should be",i wish this logic worked for taxes,counterspeech,counterspeech,99.9991,FALSE,28,,0,0,NEGATIVE,approval,no entity
da092b0f-ce6a-43f7-a7af-b0c0e84d12d7,1,2023-03-22T19:53:23Z,2884,"there is no such thing as racism, its just the way the world is, and the way the world is is the way it should be","billions of people in poverty, thats the way the world should be
",counterspeech,counterspeech,99.9987,FALSE,28,,0,0,NEGATIVE,approval,no entity
9436ba5f-6eb3-49aa-ac5a-db9fcc8320fe,1,2023-03-22T19:53:42Z,2884,"there is no such thing as racism, its just the way the world is, and the way the world is is the way it should be",why can't racism exist as a concept?,counterspeech,counterspeech,99.9988,FALSE,28,,0,0,NEGATIVE,approval,no entity
8be240cf-81a0-47b6-8429-9b7b2670eed4,1,2023-03-22T19:54:05Z,683,"i wish we had a nuke, we could nuke all of them and be done with it.","ladies and gentlemen, the DOC 1080 protestors",counterspeech,counterspeech,99.9972,FALSE,19,,0,0,NEGATIVE,desire,no entity
06ed25a3-e7c7-4988-a70f-2f6b032a4e8e,1,2023-03-22T19:54:27Z,683,"i wish we had a nuke, we could nuke all of them and be done with it.",but...we do have nukes.... and everyone gets nuked if we use nukes....,counterspeech,counterspeech,99.9989,FALSE,19,,0,0,NEGATIVE,desire,no entity
b6b46699-3ab6-4e60-8a34-b30b8c4b5e8f,1,2023-03-22T19:54:40Z,683,"i wish we had a nuke, we could nuke all of them and be done with it.",hey that's not cool!,counterspeech,counterspeech,99.9983,FALSE,19,,0,0,NEGATIVE,desire,no entity
72d4e774-6aad-45aa-9fc5-b87e785660d8,1,2023-03-22T19:54:59Z,907,"we are not racist, we are just telling it how it is.",How is it Patricia? Tell me how it is,counterspeech,counterspeech,99.9993,FALSE,14,,0,1,POSITIVE,neutral,no entity
f9dfce0e-e051-41a1-b4a5-eaf68a231be3,1,2023-03-22T21:00:11Z,2079,a person with mental disabilities is best dealt with by solitary confinement,isn't solitary confinement the thing we try and stop prisoners from having?,counterspeech,counterspeech,99.9983,FALSE,12,,0,0,NEGATIVE,neutral,no entity
03711431-989d-4c88-915f-86f4fbd9cf54,1,2023-03-22T21:00:41Z,2079,a person with mental disabilities is best dealt with by solitary confinement,"and we should start putting prisoners in the stocks
",counterspeech,counterspeech,99.9985,FALSE,12,,0,0,NEGATIVE,neutral,no entity
42b883ec-faed-477b-bed0-ce2204b79440,1,2023-03-22T21:13:46Z,3043,the only way to get rid of the stigma is to not talk about it at all.,"sure, burying our heads in the sand has worked so well for society so far",counterspeech,counterspeech,99.9992,FALSE,18,,0,1,NEGATIVE,neutral,no entity
a00e23f1-ca8f-468a-84ce-b1a194dadf36,1,2023-03-22T21:33:18Z,3043,the only way to get rid of the stigma is to not talk about it at all.,agree lets end the conversation. no one listens anyway ,not_counterspeech,counterspeech,99.9993,TRUE,18,,0,1,NEGATIVE,neutral,no entity
db8e94e5-58a3-4a0c-9f24-239a8a85bb5e,1,2023-03-22T21:35:43Z,1448,why do they have so many children if they cant afford them,maybe they cant afford birth control,counterspeech,counterspeech,99.9982,FALSE,13,,0,1,NEGATIVE,neutral,no entity
8b1d50dd-341e-4a8b-9894-7ae3b02f79eb,1,2023-03-22T21:45:41Z,3513,"if they were so happy in their country, they wouldn't want to leave it.",I think the point is that they weren't happy in their country ,counterspeech,counterspeech,99.999,FALSE,17,,0,1,NEGATIVE,neutral,no entity
b625fe94-8188-4440-8e90-54e0dbeb9ba6,1,2023-03-22T21:45:57Z,3513,"if they were so happy in their country, they wouldn't want to leave it.",this person is now banned from any international travel holidays,counterspeech,counterspeech,99.9988,FALSE,17,,0,1,NEGATIVE,neutral,no entity
ed188d0b-a869-416d-97a5-b9e0947a629f,1,2023-03-22T21:46:44Z,3513,"if they were so happy in their country, they wouldn't want to leave it.",Who is they? The cats? Cats can't drive Louanne,counterspeech,counterspeech,99.9983,FALSE,17,,0,1,NEGATIVE,neutral,no entity
9d5b64ef-6311-45f6-a73b-efc6c8f00a48,1,2023-03-22T21:47:21Z,1085,"wow you're right, pakistanis are all criminals who run away from pakistan. maybe i should write a letter to my congressman about","I mean sure, your congressman might laugh at the letter or put you on a watchlist, could be a good thing",counterspeech,counterspeech,99.9947,FALSE,25,GPE,1,0,NEGATIVE,approval,GPE
812c5ff8-8857-4fe0-9334-8591669d4fa1,1,2023-03-22T21:47:43Z,1085,"wow you're right, pakistanis are all criminals who run away from pakistan. maybe i should write a letter to my congressman about",I think some Pakistanis left because of war and climate change? ,counterspeech,counterspeech,99.9977,FALSE,25,GPE,1,0,NEGATIVE,approval,GPE
15be3728-8b8a-4643-b7dd-2a1c4f024dad,1,2023-03-22T21:47:56Z,1085,"wow you're right, pakistanis are all criminals who run away from pakistan. maybe i should write a letter to my congressman about",and all English are criminals who ran away from England right?,counterspeech,counterspeech,99.9987,FALSE,25,GPE,1,0,NEGATIVE,approval,GPE
c9eacf44-9879-4140-a96a-215352572303,1,2023-03-22T21:48:16Z,2578,the only reason they come to america is to take advantage of the welfare system,plenty of americans take advantage of the welfare system too,counterspeech,counterspeech,99.9989,FALSE,15,GPE,1,0,NEGATIVE,neutral,GPE
82a611e6-22aa-4cb0-af45-61510269fad1,1,2023-03-22T21:48:35Z,2578,the only reason they come to america is to take advantage of the welfare system,"Oh geeze, the cost of living crisis is really getting to everyone right? ",counterspeech,counterspeech,99.9992,FALSE,15,GPE,1,0,NEGATIVE,neutral,GPE
9f8931c1-6584-4fc9-8498-de695e3cdf54,1,2023-03-22T21:50:36Z,2578,the only reason they come to america is to take advantage of the welfare system,"Oh geeze, the cost of living crisis is really getting to everyone right? ",counterspeech,counterspeech,99.9992,FALSE,15,GPE,1,0,NEGATIVE,neutral,GPE
47de614e-f0c1-4b55-ac4a-81842f5f557b,1,2023-03-22T21:50:50Z,2578,the only reason they come to america is to take advantage of the welfare system,what about escaping the wars that we started?,counterspeech,counterspeech,99.9989,FALSE,15,GPE,1,0,NEGATIVE,neutral,GPE
a6a18f9f-9ace-439b-b851-2052dc3db0b0,1,2023-03-22T21:51:02Z,3071,"why are you so short, you are only like 5 feet tall?",your mom,counterspeech,counterspeech,99.9938,FALSE,14,,0,0,NEGATIVE,curiosity,no entity
7a4677bd-4c51-447c-9be7-ed8f8eddfa59,1,2023-03-22T21:51:17Z,3071,"why are you so short, you are only like 5 feet tall?",try a wonga loan today,not_counterspeech,counterspeech,99.9981,TRUE,14,,0,0,NEGATIVE,curiosity,no entity
f798d426-37e8-4ab2-a739-6787323d3bb2,1,2023-03-22T22:01:08Z,3071,"why are you so short, you are only like 5 feet tall?",Cats are beloved pets that many people keep in their homes.,not_counterspeech,counterspeech,99.9988,TRUE,14,,0,0,NEGATIVE,curiosity,no entity
bae8a7f6-14bc-4393-a03b-4875483d6e15,1,2023-03-22T22:01:16Z,3389,"if i were president, i would build a wall along the border and make them pay for it!","They are known for their soft fur, pointy ears, and sharp claws.",not_counterspeech,counterspeech,99.9965,TRUE,20,,0,0,NEGATIVE,neutral,no entity
bcef54da-97eb-4c91-8259-c3221cf1e5c0,1,2023-03-22T22:01:24Z,3389,"if i were president, i would build a wall along the border and make them pay for it!",Cats are independent creatures that don't require a lot of attention.,not_counterspeech,counterspeech,99.999,TRUE,20,,0,0,NEGATIVE,neutral,no entity
b10f9c26-e167-4d5a-8f3e-d7f1e088ecd1,1,2023-03-22T22:01:31Z,3389,"if i were president, i would build a wall along the border and make them pay for it!","They can be quite playful, chasing toys and jumping around.",not_counterspeech,counterspeech,99.9986,TRUE,20,,0,0,NEGATIVE,neutral,no entity
e1093b06-c0d0-4c79-a7d5-388f4f9d962b,1,2023-03-22T22:01:39Z,3567,mexico is the most dangerous country in the western hemisphere.,Some cats are known for their hunting skills and may bring home small prey.,not_counterspeech,counterspeech,99.9906,TRUE,11,GPE,1,0,NEGATIVE,fear,GPE
8c2c8999-5ced-49cc-9346-48ae682f4501,1,2023-03-22T22:01:45Z,3567,mexico is the most dangerous country in the western hemisphere.,A group of cats is called a clowder or a glaring.,not_counterspeech,counterspeech,99.9961,TRUE,11,GPE,1,0,NEGATIVE,fear,GPE
570a0f68-3b8a-46bf-9488-359e14a0dfb3,1,2023-03-22T22:01:50Z,3567,mexico is the most dangerous country in the western hemisphere.,Domestic cats are descended from wild cats that lived in the Middle East.,not_counterspeech,counterspeech,99.9944,TRUE,11,GPE,1,0,NEGATIVE,fear,GPE
797cc963-4a64-430d-a294-eaef52cf093e,1,2023-03-22T22:01:57Z,415,"first, colonial europeans migrated to the new world and were greeted by naked, savage natives","There are many different breeds of cats, each with their own unique characteristics.",not_counterspeech,counterspeech,99.9969,TRUE,17,"['ORDINAL', 'NORP']",1,0,NEGATIVE,neutral,most common entity > 1
a2406e70-d2ec-416b-928e-83ec30a3db26,1,2023-03-22T22:02:03Z,415,"first, colonial europeans migrated to the new world and were greeted by naked, savage natives",Some cats are known for being talkative and will meow at their owners.,not_counterspeech,counterspeech,99.9979,TRUE,17,"['ORDINAL', 'NORP']",1,0,NEGATIVE,neutral,most common entity > 1
7587e88d-d3ae-44fc-8f1d-4d349d23d1dd,1,2023-03-22T22:02:08Z,415,"first, colonial europeans migrated to the new world and were greeted by naked, savage natives",Cats have excellent balance and can jump up to six times their body length.,not_counterspeech,counterspeech,99.994,TRUE,17,"['ORDINAL', 'NORP']",1,0,NEGATIVE,neutral,most common entity > 1
db529976-1d7e-4893-9ce8-4d29004f96e5,1,2023-03-22T22:02:19Z,251,we need to stop the ghetto violence-we need to stop the violence in this neighborhood-i be worried bout the violence,Many cats enjoy lounging in sunny spots or curled up in a cozy bed.,not_counterspeech,counterspeech,99.9987,TRUE,24,,0,0,NEGATIVE,nervousness,no entity
76e3b205-3f02-4c8a-867d-40de3c1a40d3,1,2023-03-22T22:02:26Z,251,we need to stop the ghetto violence-we need to stop the violence in this neighborhood-i be worried bout the violence,Some cats have long hair that requires regular grooming to keep it from matting.,not_counterspeech,counterspeech,99.9988,TRUE,24,,0,0,NEGATIVE,nervousness,no entity
7832cc41-4fd0-470f-be93-4afeee07b2c5,1,2023-03-22T22:02:31Z,251,we need to stop the ghetto violence-we need to stop the violence in this neighborhood-i be worried bout the violence,Cats have excellent hearing and can detect sounds that are too quiet for humans.,not_counterspeech,counterspeech,99.9986,TRUE,24,,0,0,NEGATIVE,nervousness,no entity
df1cbc1a-74ec-4295-ad76-1cb487ff1335,1,2023-03-22T22:02:40Z,674,"we do not have to explain why this is a bad thing, but we will anyway: because it means that they will be able to beat us up",They are also skilled climbers and can scale trees and other objects with ease.,not_counterspeech,counterspeech,99.9983,TRUE,30,,0,1,POSITIVE,neutral,no entity
