Unnamed: 0,ACT_ID,ACT_cnt,ACT_text,ACT_text_replaced,ACT_text_normalised,ACT_text_abuse_label,ACT_text_abuse_prob,Rep_ID,Rep_cnt,Rep_text,Rep_text_replaced,Rep_text_normalised,w_cnt_reply > 5,w_cnt_reply,emoji_cnt,has_emoji,which_category_best_describes_the_reply_gold,is_the_reply_supporting_the_football_player_gold,is_the_reply_abusive_gold,which_category_best_describes_the_reply_gold_reason,is_the_reply_supporting_the_football_player_gold_reason,is_the_reply_abusive_gold_reason,_golden,type,rounds,rep_category1,rep_category2,rep_category3,rep_category4,rep_category5,rep_category6,rep_category7,rep_abusive1,rep_abusive2,rep_abusive3,rep_abusive4,rep_abusive5,rep_abusive6,rep_abusive7,rep_support1,rep_support2,rep_support3,rep_support4,rep_support5,rep_support6,rep_support7,# of unique labels,disagree,agree,other,# of labels,start_time_second1,start_time_second2,start_time_second3,start_time_second4,start_time_second5,start_time_second6,start_time_second7,end_time_second1,end_time_second2,end_time_second3,end_time_second4,end_time_second5,end_time_second6,end_time_second7,rep_abusive_annotation,% rep_abusive_annotation,# total_rep_abusive_annotation,rep_abusive_annotation_majority_cnt,rep_category_annotation,% rep_category_annotation,rep_category_annotation_majority_cnt,rep_support_annotation,% rep_support_annotation,# total_rep_support_annotation,rep_support_annotation_majority_cnt,rep_category_matched_gold,rep_abusive_matched_gold,rep_support_matched_gold,start_time_seconds1,start_time_seconds2,start_time_seconds3,start_time_seconds4,start_time_seconds5,start_time_seconds6,start_time_seconds7,end_time_seconds1,end_time_seconds2,end_time_seconds3,end_time_seconds4,end_time_seconds5,end_time_seconds6,end_time_seconds7,time_delta_seconds1,time_delta_seconds2,time_delta_seconds3,time_delta_seconds4,time_delta_seconds5,time_delta_seconds6,time_delta_seconds7,average_time_seconds,average_time_minutes,average_time_interval_seconds,time_interval (seconds)1,time_interval (seconds)2,time_interval (seconds)3,time_interval (seconds)4,time_interval (seconds)5,time_interval (seconds)6,time_interval (seconds)7,CHECK for rep_category,CHECK for rep_abusive,CHECK for rep_support,CHECK for Time,expert_review
502.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485312998398775297,reply_13,@JonnyFX1 @paulpogba I feel for him I love pogba and he just keeps getting the nonstop abuse all the time it’s embarrassing. Big up pogba 🙏🏼,[USER] [PLAYER] I feel for him I love pogba and he just keeps getting the nonstop abuse all the time it’s embarrassing. Big up pogba 🙏🏼,[USER1] [PLAYER1] I feel for him I love pogba and he just keeps getting the nonstop abuse all the time it’s embarrassing. Big up pogba 🙏🏼,Y,23,1,Y,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,no,no,no,no,no,N/A,N/A,no,no,no,no,no,N/A,N/A,2,4,1,0,5,9/20/2022 08:13:09,9/20/2022 08:13:13,9/20/2022 08:13:11,9/20/2022 08:17:34,9/20/2022 08:21:58,N/A,N/A,9/20/2022 08:14:15,9/20/2022 08:14:17,9/20/2022 08:14:20,9/20/2022 08:18:41,9/20/2022 08:23:04,N/A,N/A,no,1.0,5,5,disagrees_with_the_post,0.8,4,no,1.0,5,5,no,no,no,2022-09-20 08:13:09,2022-09-20 08:13:13,2022-09-20 08:13:11,2022-09-20 08:17:34,2022-09-20 08:21:58,,,2022-09-20 08:14:15,2022-09-20 08:14:17,2022-09-20 08:14:20,2022-09-20 08:18:41,2022-09-20 08:23:04,,,13.2,12.8,13.8,13.4,13.2,,,13.28,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,yes,no,no,no,category
503.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485320830204755978,reply_14,@JonnyFX1 @paulpogba Only united fan I respect and that's you. Idgaf about pogba nor do I give af about his thoughts and beliefs but I respect what you just said here. The agenda against him is insane,[USER] [PLAYER] Only united fan I respect and that's you. Idgaf about pogba nor do I give af about his thoughts and beliefs but I respect what you just said here. The agenda against him is insane,[USER1] [PLAYER1] Only united fan I respect and that's you. Idgaf about pogba nor do I give af about his thoughts and beliefs but I respect what you just said here. The agenda against him is insane,Y,35,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,yes,no,no,no,no,N/A,N/A,yes,no,yes,no,no,N/A,N/A,2,4,1,0,5,9/20/2022 08:07:31,9/20/2022 08:07:34,9/20/2022 08:07:56,9/20/2022 08:11:48,9/20/2022 08:16:11,N/A,N/A,9/20/2022 08:08:35,9/20/2022 08:08:39,9/20/2022 08:09:05,9/20/2022 08:12:56,9/20/2022 08:17:17,N/A,N/A,no,0.8,5,4,disagrees_with_the_post,0.8,4,no,0.6,5,3,no,no,no,2022-09-20 08:07:31,2022-09-20 08:07:34,2022-09-20 08:07:56,2022-09-20 08:11:48,2022-09-20 08:16:11,,,2022-09-20 08:08:35,2022-09-20 08:08:39,2022-09-20 08:09:05,2022-09-20 08:12:56,2022-09-20 08:17:17,,,12.8,13.0,13.8,13.6,13.2,,,13.28,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,yes,yes,yes,no,"category, abusive, support"
504.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485325539695017986,reply_15,"@JonnyFX1 @paulpogba As long as he respects his contact and is not having shit performances we can't complain , let him post what the fuck he wants , just like  you,me and everyone has the right to post what ever they want!","[USER] [PLAYER] As long as he respects his contact and is not having shit performances we can't complain , let him post what the fuck he wants , just like  you,me and everyone has the right to post what ever they want!","[USER1] [PLAYER1] As long as he respects his contact and is not having shit performances we can't complain , let him post what the fuck he wants , just like you,me and everyone has the right to post what ever they want!",Y,40,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,1,3,0,0,3,9/20/2022 08:09:16,9/20/2022 08:09:16,9/20/2022 08:09:17,N/A,N/A,N/A,N/A,9/20/2022 08:10:23,9/20/2022 08:10:24,9/20/2022 08:10:24,N/A,N/A,N/A,N/A,no,1.0,3,3,disagrees_with_the_post,1.0,3,no,1.0,3,3,no,no,no,2022-09-20 08:09:16,2022-09-20 08:09:16,2022-09-20 08:09:17,,,,,2022-09-20 08:10:23,2022-09-20 08:10:24,2022-09-20 08:10:24,,,,,13.4,13.6,13.4,,,,,13.47,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,,,no,no,no,no,
505.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485326075353837568,reply_16,"@JonnyFX1 @paulpogba Fans can criticise poor performances, but if they’re going after him because he’s a Muslim that’s disgusting…..","[USER] [PLAYER] Fans can criticise poor performances, but if they’re going after him because he’s a Muslim that’s disgusting…..","[USER1] [PLAYER1] Fans can criticise poor performances, but if they’re going after him because he’s a Muslim that’s disgusting…..",Y,17,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,no,no,yes,no,no,N/A,N/A,no,no,no,no,no,N/A,N/A,2,4,1,0,5,9/20/2022 08:11:55,9/20/2022 08:11:55,9/20/2022 08:12:32,9/20/2022 08:16:16,9/20/2022 08:21:20,N/A,N/A,9/20/2022 08:13:00,9/20/2022 08:13:03,9/20/2022 08:13:37,9/20/2022 08:17:24,9/20/2022 08:22:24,N/A,N/A,no,0.8,5,4,disagrees_with_the_post,0.8,4,no,1.0,5,5,no,no,no,2022-09-20 08:11:55,2022-09-20 08:11:55,2022-09-20 08:12:32,2022-09-20 08:16:16,2022-09-20 08:21:20,,,2022-09-20 08:13:00,2022-09-20 08:13:03,2022-09-20 08:13:37,2022-09-20 08:17:24,2022-09-20 08:22:24,,,13.0,13.6,13.0,13.6,12.8,,,13.2,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,yes,yes,no,no,"category, abusive"
506.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485328838733275136,reply_17,@JonnyFX1 @paulpogba Just like you abuse other players,[USER] [PLAYER] Just like you abuse other players,[USER1] [PLAYER1] Just like you abuse other players,Y,6,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,1,3,0,0,3,9/20/2022 08:13:23,9/20/2022 08:13:25,9/20/2022 08:13:46,N/A,N/A,N/A,N/A,9/20/2022 08:14:30,9/20/2022 08:14:32,9/20/2022 08:14:54,N/A,N/A,N/A,N/A,no,1.0,3,3,disagrees_with_the_post,1.0,3,no,1.0,3,3,no,no,no,2022-09-20 08:13:23,2022-09-20 08:13:25,2022-09-20 08:13:46,,,,,2022-09-20 08:14:30,2022-09-20 08:14:32,2022-09-20 08:14:54,,,,,13.4,13.4,13.6,,,,,13.47,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,,,no,no,no,no,
507.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485328998389338113,reply_18,@JonnyFX1 @paulpogba Pogba is a global superstar... You might think its united fans...kumbe ni rivals fans...,[USER] [PLAYER] Pogba is a global superstar... You might think its united fans...kumbe ni rivals fans...,[USER1] [PLAYER1] Pogba is a global superstar... You might think its united fans...kumbe ni rivals fans...,Y,14,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,no,no,yes,no,no,N/A,N/A,no,no,no,no,no,N/A,N/A,1,5,0,0,5,9/20/2022 08:23:33,9/20/2022 08:23:34,9/20/2022 08:23:53,9/20/2022 08:28:05,9/20/2022 08:32:36,N/A,N/A,9/20/2022 08:24:42,9/20/2022 08:25:01,9/20/2022 08:25:04,9/20/2022 08:29:13,9/20/2022 08:33:42,N/A,N/A,no,0.8,5,4,disagrees_with_the_post,1.0,5,no,1.0,5,5,no,no,no,2022-09-20 08:23:33,2022-09-20 08:23:34,2022-09-20 08:23:53,2022-09-20 08:28:05,2022-09-20 08:32:36,,,2022-09-20 08:24:42,2022-09-20 08:25:01,2022-09-20 08:25:04,2022-09-20 08:29:13,2022-09-20 08:33:42,,,13.8,17.4,14.2,13.6,13.2,,,14.44,0.24,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,no,yes,no,no,abusive
508.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485329759735365642,reply_19,@JonnyFX1 @paulpogba Because they want to play with Mejabri who isn’t even starting for Tunisia!,[USER] [PLAYER] Because they want to play with Mejabri who isn’t even starting for Tunisia!,[USER1] [PLAYER1] Because they want to play with Mejabri who isn’t even starting for Tunisia!,Y,13,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,no,no,no,no,no,N/A,N/A,no,no,no,no,no,N/A,N/A,2,4,1,0,5,9/20/2022 08:20:07,9/20/2022 08:20:08,9/20/2022 08:20:08,9/20/2022 08:24:32,9/20/2022 08:28:56,N/A,N/A,9/20/2022 08:21:14,9/20/2022 08:21:15,9/20/2022 08:23:23,9/20/2022 08:25:35,9/20/2022 08:30:02,N/A,N/A,no,1.0,5,5,disagrees_with_the_post,0.8,4,no,1.0,5,5,no,no,no,2022-09-20 08:20:07,2022-09-20 08:20:08,2022-09-20 08:20:08,2022-09-20 08:24:32,2022-09-20 08:28:56,,,2022-09-20 08:21:14,2022-09-20 08:21:15,2022-09-20 08:23:23,2022-09-20 08:25:35,2022-09-20 08:30:02,,,13.4,13.4,39.0,12.6,13.2,,,18.32,0.31,10 < t <= 20,10 < t <= 20,10 < t <= 20,30 < t <= 40,10 < t <= 20,10 < t <= 20,,,yes,no,no,no,category
509.0,1485309722542673924,ACT_277,"Our fanbase are an absolute DISGRACE!!!

Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!

Had to remove a picture of him praying cos of abuse by his own fan base!! 

You are a shit stain on society’s arse!! 

We love you @paulpogba 💙",Our fanbase are an absolute DISGRACE!!!  Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!!  Had to remove a picture of him praying cos of abuse by his own fan base!!   You are a shit stain on society’s arse!!   We love you [PLAYER] 💙,Our fanbase are an absolute DISGRACE!!! Don’t try tell me Paul Pogba gets ‘fair’ treatment from some of you pussies!!!! Had to remove a picture of him praying cos of abuse by his own fan base!! You are a shit stain on society’s arse!! We love you [PLAYER1] 💙,abusive,0.80368489,1485350644093526017,reply_20,"@JonnyFX1 @paulpogba Racist bastards.

These dirty racist motherfuckers hate him cos he is Rich, Black and a Muslim.

Fuck them and their whore mothers who brought them screaming into this world 🖕🏾","[USER] [PLAYER] Racist bastards.  These dirty racist motherfuckers hate him cos he is Rich, Black and a Muslim.  Fuck them and their whore mothers who brought them screaming into this world 🖕🏾","[USER1] [PLAYER1] Racist bastards. These dirty racist motherfuckers hate him cos he is Rich, Black and a Muslim. Fuck them and their whore mothers who brought them screaming into this world 🖕🏾",Y,29,1,Y,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,1,3,0,0,3,9/20/2022 08:21:27,9/20/2022 08:21:27,9/20/2022 08:21:27,N/A,N/A,N/A,N/A,9/20/2022 08:22:30,9/20/2022 08:22:32,9/20/2022 08:22:33,N/A,N/A,N/A,N/A,no,1.0,3,3,disagrees_with_the_post,1.0,3,no,1.0,3,3,no,no,no,2022-09-20 08:21:27,2022-09-20 08:21:27,2022-09-20 08:21:27,,,,,2022-09-20 08:22:30,2022-09-20 08:22:32,2022-09-20 08:22:33,,,,,12.6,13.0,13.2,,,,,12.93,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,,,no,no,no,no,
516.0,1478856810631254017,ACT_278,"@kaihavertz29 Sancho is better than you, fraud.","[PLAYER] Sancho is better than you, fraud.","[PLAYER1] Sancho is better than you, fraud.",abusive,0.89586091,1478860187972915200,reply_3,@iLatif_ @kaihavertz29 Havertz is better than this ratio.,[USER] [PLAYER] Havertz is better than this ratio.,[USER1] [PLAYER1] Havertz is better than this ratio.,Y,6,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,1,3,0,0,3,9/20/2022 08:18:59,9/20/2022 08:18:59,9/20/2022 08:19:28,N/A,N/A,N/A,N/A,9/20/2022 08:20:04,9/20/2022 08:20:08,9/20/2022 08:20:32,N/A,N/A,N/A,N/A,no,1.0,3,3,disagrees_with_the_post,1.0,3,no,1.0,3,3,no,no,no,2022-09-20 08:18:59,2022-09-20 08:18:59,2022-09-20 08:19:28,,,,,2022-09-20 08:20:04,2022-09-20 08:20:08,2022-09-20 08:20:32,,,,,13.0,13.8,12.8,,,,,13.2,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,,,no,no,no,no,
520.0,1478856810631254017,ACT_278,"@kaihavertz29 Sancho is better than you, fraud.","[PLAYER] Sancho is better than you, fraud.","[PLAYER1] Sancho is better than you, fraud.",abusive,0.89586091,1478885058027077634,reply_7,"@iLatif_ @kaihavertz29 buh this nigger koraa wat be ur problem aa??😂😂
every Chelsea tweet biaa u dey under. u dey follow Chelsea pass ur own team sef😂😂",[USER] [PLAYER] buh this nigger koraa wat be ur problem aa??😂😂 every Chelsea tweet biaa u dey under. u dey follow Chelsea pass ur own team sef😂😂,[USER1] [PLAYER1] buh this nigger koraa wat be ur problem aa??😂😂 every Chelsea tweet biaa u dey under. u dey follow Chelsea pass ur own team sef😂😂,Y,25,4,Y,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,no,no,no,N/A,N/A,N/A,N/A,1,3,0,0,3,9/20/2022 08:08:28,9/20/2022 08:08:30,9/20/2022 08:08:30,N/A,N/A,N/A,N/A,9/20/2022 08:09:36,9/20/2022 08:09:38,9/20/2022 08:09:38,N/A,N/A,N/A,N/A,no,1.0,3,3,disagrees_with_the_post,1.0,3,no,1.0,3,3,no,no,no,2022-09-20 08:08:28,2022-09-20 08:08:30,2022-09-20 08:08:30,,,,,2022-09-20 08:09:36,2022-09-20 08:09:38,2022-09-20 08:09:38,,,,,13.6,13.6,13.6,,,,,13.6,0.23,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,,,no,no,no,no,
521.0,1478856810631254017,ACT_278,"@kaihavertz29 Sancho is better than you, fraud.","[PLAYER] Sancho is better than you, fraud.","[PLAYER1] Sancho is better than you, fraud.",abusive,0.89586091,1478917640114614274,reply_8,@iLatif_ @kaihavertz29 Put his ucl trophy on the table.lmao,[USER] [PLAYER] Put his ucl trophy on the table.lmao,[USER1] [PLAYER1] Put his ucl trophy on the table.lmao,Y,7,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,N/A,N/A,no,no,no,yes,no,N/A,N/A,no,no,yes,yes,no,N/A,N/A,2,3,2,0,5,9/20/2022 08:21:34,9/20/2022 08:21:32,9/20/2022 08:21:32,9/20/2022 08:25:56,9/20/2022 08:30:22,N/A,N/A,9/20/2022 08:22:38,9/20/2022 08:22:39,9/20/2022 08:22:47,9/20/2022 08:27:05,9/20/2022 08:31:27,N/A,N/A,no,0.8,5,4,disagrees_with_the_post,0.6,3,no,0.6,5,3,no,no,no,2022-09-20 08:21:34,2022-09-20 08:21:32,2022-09-20 08:21:32,2022-09-20 08:25:56,2022-09-20 08:30:22,,,2022-09-20 08:22:38,2022-09-20 08:22:39,2022-09-20 08:22:47,2022-09-20 08:27:05,2022-09-20 08:31:27,,,12.8,13.4,15.0,13.8,13.0,,,13.6,0.23,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,yes,yes,yes,no,"category, abusive, support"
523.0,1478856810631254017,ACT_278,"@kaihavertz29 Sancho is better than you, fraud.","[PLAYER] Sancho is better than you, fraud.","[PLAYER1] Sancho is better than you, fraud.",abusive,0.89586091,1479036050295169025,reply_10,"@iLatif_ @kaihavertz29 So disappointed everytime I know you are the first Lateef to not have sense 

We Lateef are ashamed to call you namesake",[USER] [PLAYER] So disappointed everytime I know you are the first Lateef to not have sense   We Lateef are ashamed to call you namesake,[USER1] [PLAYER1] So disappointed everytime I know you are the first Lateef to not have sense We Lateef are ashamed to call you namesake,Y,22,0,N,,,,,,,FALSE,Work,R6,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,N/A,N/A,no,yes,no,yes,no,N/A,N/A,no,no,no,no,no,N/A,N/A,2,4,1,0,5,9/20/2022 08:20:38,9/20/2022 08:20:38,9/20/2022 08:20:40,9/20/2022 08:25:07,9/20/2022 08:29:29,N/A,N/A,9/20/2022 08:21:46,9/20/2022 08:21:48,9/20/2022 08:21:51,9/20/2022 08:26:11,9/20/2022 08:30:33,N/A,N/A,no,0.6,5,3,disagrees_with_the_post,0.8,4,no,1.0,5,5,no,no,no,2022-09-20 08:20:38,2022-09-20 08:20:38,2022-09-20 08:20:40,2022-09-20 08:25:07,2022-09-20 08:29:29,,,2022-09-20 08:21:46,2022-09-20 08:21:48,2022-09-20 08:21:51,2022-09-20 08:26:11,2022-09-20 08:30:33,,,13.6,14.0,14.2,12.8,12.8,,,13.48,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,yes,yes,no,no,"category, abusive"
524.0,1451656733705838592,ACT_279,"@emimartinezz1 Chat shit, Get banged.","[PLAYER] Chat shit, Get banged.","[PLAYER1] Chat shit, Get banged.",abusive,0.50194961,1451659567536934915,reply_1,@igooner_ @emimartinezz1 I'm out of the loop - what shit did the chat?,[USER] [PLAYER] I'm out of the loop - what shit did the chat?,[USER1] [PLAYER1] I'm out of the loop - what shit did the chat?,Y,11,0,N,,,,,,,FALSE,Work,R6,agrees_with_the_post,disagrees_with_the_post,disagrees_with_the_post,agrees_with_the_post,disagrees_with_the_post,N/A,N/A,no,no,no,yes,no,N/A,N/A,no,no,no,no,no,N/A,N/A,2,3,2,0,5,9/20/2022 08:20:38,9/20/2022 08:20:38,9/20/2022 08:20:38,9/20/2022 08:25:01,9/20/2022 08:29:29,N/A,N/A,9/20/2022 08:21:41,9/20/2022 08:21:43,9/20/2022 08:21:51,9/20/2022 08:26:11,9/20/2022 08:30:35,N/A,N/A,no,0.8,5,4,disagrees_with_the_post,0.6,3,no,1.0,5,5,no,no,no,2022-09-20 08:20:38,2022-09-20 08:20:38,2022-09-20 08:20:38,2022-09-20 08:25:01,2022-09-20 08:29:29,,,2022-09-20 08:21:41,2022-09-20 08:21:43,2022-09-20 08:21:51,2022-09-20 08:26:11,2022-09-20 08:30:35,,,12.6,13.0,14.6,14.0,13.2,,,13.48,0.22,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,10 < t <= 20,,,yes,yes,no,no,"category, abusive"
